SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
Crestwood Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,5930 Old Sauk Rd  Madison WI  53705-2599,Dane,2,7974,3269,105,32690105,5508520,924,43.076365,-89.481814,Report received,91
D C Everest Jr,D C Everest Area,Junior High School,8,9,Public school,Regular,No,1000 Machmueller St  Weston WI  54476-3898,Marathon,9,13124,4970,30,49700030,5513170,1735,44.899967,-89.604787,Report received,91
Denmark Middle School ,Denmark,Middle School,6,8,Public school,Regular,No,450 N Wall St  Denmark WI  54208-9416,Brown,7,11345,1407,100,14070100,5503660,389,44.351948,-87.823354,Report received,91
Dodgeville Middle School ,Dodgeville,Middle School,6,8,Public school,Regular,No,951 W Chapel St  Dodgeville WI  53533-1021,Iowa,3,6404,1428,50,14280050,5503690,391,42.967069,-90.144026,Report received,91
Doerfler Elementary ,Milwaukee,Elementary School,K3,8,Public school,Regular,No,3014 W Scott St  Milwaukee WI  53215-1643,Milwaukee,1,5044,3619,125,36190125,5509600,1148,43.019593,-87.951953,Report received,91
Fall Creek High School,Fall Creek,High School,9,12,Public school,Regular,No,336 E Hoover Ave  Fall Creek WI  54742-9609,Eau Claire,10,15733,1729,40,17290040,5504500,481,44.759636,-91.274052,Report received,91
Fontana Elementary ,Fontana J8,Elementary School,K4,8,Public school,Regular,No,450 S Main St  Fontana WI  53125-1232,Walworth,2,2886,1870,20,18700020,5504720,508,42.548465,-88.585206,Report received,91
Forest Ridge Elementary ,Oak Creek-Franklin Joint,Elementary School,K4,5,Public school,Regular,No,2200 W Drexel Ave  Oak Creek WI  53154,Milwaukee,1,1485,4018,170,40180170,5510830,3043,42.903592,-87.944303,Report received,91
Fox River Middle School ,Waterford Graded J1,Middle School,7,8,Public school,Regular,No,921 W Main St  Waterford WI  53185-4099,Racine,2,3855,6113,10,61130010,5515660,1989,42.770148,-88.228419,Report received,91
Freedom Middle School ,Freedom Area,Middle School,6,8,Public school,Regular,No,N4021 County Road E  Freedom WI  54130-7593,Outagamie,6,10729,1953,40,19530040,5504920,534,44.27804,-88.27205,Report received,91
Gibraltar High School,Gibraltar Area,High School,9,12,Public school,Regular,No,3924 State Highway 42  Fish Creek WI  54212,Door,7,11354,2114,120,21140120,5505220,561,45.127257,-87.230699,Report received,91
Gilmanton Elementary ,Gilmanton,Elementary School,K4,4,Public school,Regular,No,W756 County Road Z  Gilmanton WI  54743,Buffalo,10,15762,2142,40,21420040,5505370,573,44.311074,-91.806396,Report received,91
Glenbrook Elementary ,Pulaski Community,Elementary School,K4,5,Public school,Regular,No,145 W Green Bay St  Pulaski WI  54162-9771,Brown,7,11093,4613,40,46130040,5512330,1597,44.669294,-88.244198,Report received,91
Greenwood Elementary ,Greenwood,Elementary School,K4,6,Public school,Regular,No,700 E Division St  Greenwood WI  54437-9330,Clark,10,12635,2394,40,23940040,5505970,656,44.767234,-90.589628,Report received,91
Greenwood Elementary ,River Falls,Elementary School,KG,5,Public school,Regular,No,982 E Division St  River Falls WI  54022,Pierce,11,10269,4893,20,48930020,5513050,1722,44.86163,-92.614986,Report received,91
Harmony Elementary ,Milton,Elementary School,K4,3,Public school,Regular,No,4243 E Rotamer Rd  Janesville WI  53546,Rock,2,77,3612,160,36120160,5509570,2600,42.729281,-88.960673,Report received,91
Harrison Elementary ,Janesville,Elementary School,PK,5,Public school,Regular,No,760 Princeton Rd  Janesville WI  53546-2000,Rock,2,6686,2695,110,26950110,5507020,761,42.692199,-88.971306,Report received,91
Horicon High School,Horicon,High School,9,12,Public school,Regular,No,841 Gray St  Horicon WI  53032-1730,Dodge,6,1372,2576,60,25760060,5506570,712,43.445302,-88.624118,Report received,91
Hudson Middle School ,Hudson,Middle School,6,8,Public school,Regular,No,1300 Carmichael Rd  Hudson WI  54016-7711,Saint Croix,11,10157,2611,70,26110070,5506690,728,44.982085,-92.719564,Report received,91
J C McKenna Middle School ,Evansville Community,Middle School,6,8,Public school,Regular,No,307 S 1st St  Evansville WI  53536-1307,Rock,2,6473,1694,60,16940060,5504440,479,42.777588,-89.301365,Report received,91
Kagel Elementary ,Milwaukee,Elementary School,K3,5,Public school,Regular,No,1210 W Mineral St  Milwaukee WI  53204-2132,Milwaukee,1,4489,3619,232,36190232,5509600,1195,43.021679,-87.928512,Report received,91
Keller Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,1806 Bond St  Green Bay WI  54303-4604,Brown,7,11888,2289,370,22890370,5505820,627,44.540688,-88.064425,Report received,91
Kettle Moraine Middle School ,Kettle Moraine,Middle School,6,8,Public school,Regular,No,301 E Ottawa Ave  Dousman WI  53118-9703,Waukesha,1,2776,1376,140,13760140,5503510,377,43.009497,-88.466512,Report received,91
Kewaskum Middle School ,Kewaskum,Middle School,6,8,Public school,Regular,No,1676 Reigle Dr  Kewaskum WI  53040-8923,Washington,6,1518,2800,90,28000090,5507380,838,43.526281,-88.224627,Report received,91
Kewaunee Elementary ,Kewaunee,Elementary School,K4,5,Public school,Regular,No,921 3rd St  Kewaunee WI  54216-1668,Kewaunee,7,88,2814,170,28140170,5507410,2592,44.45233,-87.516903,Report received,91
Kewaunee Middle School ,Kewaunee,Middle School,6,8,Public school,Regular,No,921 3rd St  Kewaunee WI  54216-1668,Kewaunee,7,11374,2814,160,28140160,5507410,1726,44.45233,-87.516903,Report received,91
King International,Milwaukee,High School,9,12,Public school,Regular,No,1801 W Olive St  Milwaukee WI  53209-6840,Milwaukee,1,4707,3619,20,36190020,5509600,1199,43.092683,-87.933081,Report received,91
Lake Country Acad - Charter,Sheboygan Area,Elementary School,K4,8,Public school,Regular,Charter,4101 Technology Pkwy  Sheboygan WI  53083,Sheboygan,7,282,5271,150,52710150,5513650,2733,43.795073,-87.761418,Report received,91
Lake Mills Middle School ,Lake Mills Area,Middle School,5,8,Public school,Regular,No,318 College St  Lake Mills WI  53551-1493,Jefferson,2,6778,2898,60,28980060,5507710,888,43.08252,-88.914399,Report received,91
Lakeview Montessori Sch,Sparta Area,Elementary School,K4,6,Public school,Regular,Charter,711 Pine St  Sparta WI  54656-1947,Monroe,4,72834,5460,170,54600170,5514160,3358,43.946745,-90.799804,Report received,91
Lannoye Elementary ,Pulaski Community,Elementary School,K4,5,Public school,Regular,No,2007 County Road U  Green Bay WI  54313-4412,Brown,7,11892,4613,60,46130060,5512330,1599,44.586363,-88.115165,Report received,91
Lebanon Elementary ,Watertown Unified,Elementary School,KG,5,Public school,Regular,No,W4712 County Road O  Watertown WI  53098-4725,Dodge,2,2546,6125,60,61250060,5515750,1998,43.276444,-88.715408,Report received,91
Lena Middle School ,Lena,Middle School,6,8,Public school,Regular,No,304 E Main St  Lena WI  54139-9488,Oconto,8,10819,2961,60,29610060,5507860,897,44.951786,-88.042255,Report received,91
Little Wolf Jr/Sr High School,Manawa,High School,7,12,Public school,Regular,No,515 E 4th St  Manawa WI  54949-9230,Waupaca,6,17871,3276,40,32760040,5508550,968,44.459796,-88.912695,Report received,91
Logan Middle School ,La Crosse,Middle School,6,8,Public school,Regular,No,1450 Avon St  La Crosse WI  54603-2400,La Crosse,4,14371,2849,200,28490200,5507530,864,43.843603,-91.244882,Report received,91
Loyal Elementary ,Loyal,Elementary School,K4,6,Public school,Regular,No,514 W Central  Loyal WI  54446,Clark,10,12669,3206,20,32060020,5508250,911,44.735362,-90.504335,Report received,91
MacDowell Montessori Sch,Milwaukee,Combined Elementary/Secondary School,K3,12,Public school,Regular,No,6415 W Mount Vernon Ave  Milwaukee WI  53213-4025,Milwaukee,1,748,3619,870,36190870,5509600,2931,43.033759,-87.992294,Report received,91
Marion Elementary ,Marion,Elementary School,K4,6,Public school,Regular,No,1001 N Main St  Marion WI  54950-8703,Waupaca,8,17897,3318,80,33180080,5508730,1004,44.677361,-88.891047,Report received,91
Markesan Middle School ,Markesan,Middle School,6,8,Public school,Regular,No,100 E Vista Blvd  Markesan WI  53946-8530,Green Lake,6,9604,3325,25,33250025,5508760,2414,43.71107,-88.98925,Report received,91
Marquette Elementary ,Madison Metropolitan,Elementary School,3,5,Public school,Regular,No,1501 Jenifer St  Madison WI  53703-3792,Dane,2,7735,3269,525,32690525,5508520,948,43.085822,-89.358003,Report received,91
McKinley Center,Stevens Point Area Public,Elementary School,PK,6,Public school,Regular,No,2926 Blaine St  Stevens Point WI  54481,Portage,5,51954,5607,100,56070100,5514490,1914,44.506865,-89.566238,Report received,91
McKinley Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,1125 E Taft Ave  Appleton WI  54915-2561,Calumet,6,17344,147,320,1470320,5500390,61,44.239317,-88.387677,Report received,91
McKinley Elementary ,Kenosha,Elementary School,K4,5,Public school,Regular,No,5520 32nd Ave  Kenosha WI  53144-2812,Kenosha,1,3080,2793,380,27930380,5507320,818,42.584464,-87.848353,Report received,91
McKinley Elementary ,Wauwatosa,Elementary School,K4,5,Public school,Regular,No,2435 N 89th St  Wauwatosa WI  53226-1899,Milwaukee,1,5489,6244,180,62440180,5515990,2086,43.063242,-88.024106,Report received,91
Meir Sch,Milwaukee,Combined Elementary/Secondary School,3,12,Public school,Regular,No,1615 N Martin Luther King Dr  Milwaukee WI  53212,Milwaukee,1,4877,3619,176,36190176,5509600,1164,43.051499,-87.914704,Report received,91
Merrimac Community,Sauk Prairie,Elementary School,K4,5,Public school,Regular,Charter,360 School St  Merrimac WI  53561-9584,Sauk,5,199,5100,100,51000100,5513410,2663,43.375817,-89.623877,Report received,91
Milw College Prep--36th St,Milwaukee,Elementary School,K4,8,Public school,Regular,Charter,2449 N 36th St  Milwaukee WI  53210-3040,Milwaukee,1,1524,3619,123,36190123,5509600,2537,43.063233,-87.958934,Report received,91
Neillsville Middle School /Hi,Neillsville,High School,7,12,Public school,Regular,No,401 Center St  Neillsville WI  54456-2029,Clark,10,12936,3899,40,38990040,5510350,1357,44.559704,-90.590031,Report received,91
New Glarus High School,New Glarus,High School,9,12,Public school,Regular,No,1701 2nd St  New Glarus WI  53574,Green,2,7186,3934,40,39340040,5510500,1376,42.802124,-89.635467,Report received,91
New Holstein Middle School ,New Holstein,Middle School,6,8,Public school,Regular,No,1717 Plymouth St  New Holstein WI  53061-1254,Calumet,7,71954,3941,200,39410200,5510530,2550,43.947185,-88.102657,Report received,91
North High School,Appleton Area,High School,9,12,Public school,Regular,No,5000 N Ballard Rd  Appleton WI  54913-8942,Outagamie,6,26962,147,30,1470030,5500390,597,44.314479,-88.373511,Report received,91
North High School,Eau Claire Area,High School,9,12,Public school,Regular,No,1801 Piedmont Rd  Eau Claire WI  54703-0800,Eau Claire,10,15309,1554,400,15540400,5504050,431,44.846521,-91.483755,Report received,91
North High School,Oshkosh Area,High School,9,12,Public school,Regular,No,1100 W Smith Ave  Oshkosh WI  54901-1848,Winnebago,6,17154,4179,290,41790290,5511190,1495,44.045158,-88.550094,Report received,91
North High School,Sheboygan Area,High School,9,12,Public school,Regular,No,2926 N 10th St  Sheboygan WI  53083,Sheboygan,7,2189,5271,280,52710280,5513650,1794,43.776033,-87.716328,Report received,91
North High School,Waukesha,High School,9,12,Public school,Regular,No,2222 Michigan Ave  Waukesha WI  53188-3173,Waukesha,1,3980,6174,290,61740290,5515780,2019,43.018186,-88.264034,Report received,91
North Shore Middle School ,Hartland-Lakeside J3,Middle School,6,8,Public school,Regular,No,800 E North Shore Dr  Hartland WI  53029-2713,Waukesha,1,31106,2460,100,24600100,5506140,1282,43.084347,-88.334582,Report received,91
Northeast WI Montessori,Sheboygan Area,Elementary School,1,6,Public school,Regular,Charter,411 E Washington Ave  Cleveland WI  53015-1517,Manitowoc,7,285,5271,170,52710170,5513650,2712,43.913686,-87.73213,Report received,91
Olson Middle School ,Mauston,Middle School,6,8,Public school,Regular,No,508 Grayside Ave  Mauston WI  53948-1921,Juneau,5,9630,3360,20,33600020,5508850,1026,43.786977,-90.086099,Report received,91
Oregon 4K,Oregon,Elementary School,K4,0,Public school,Regular,No,123 E Grove St  Oregon WI  53575,Dane,2,584,4144,100,41440100,5511100,2841,42.927712,-89.382945,Report received,91
Palmyra Elementary ,Palmyra-Eagle Area,Elementary School,K4,6,Public school,Regular,No,701 Maple St  Palmyra WI  53156,Jefferson,2,3575,4221,20,42210020,5511350,1514,42.878146,-88.593017,Report received,91
Park Lawn Elementary ,Oconomowoc Area,Elementary School,K4,4,Public school,Regular,No,300 Parklawn St  Oconomowoc WI  53066-3528,Waukesha,1,1797,4060,160,40600160,5510890,1424,43.108208,-88.506981,Report received,91
Parkview Elementary ,Cedarburg,Elementary School,K4,5,Public school,Regular,No,W72N853 Harrison Ave  Cedarburg WI  53012-1099,Ozaukee,1,927,1015,70,10150070,5502460,271,43.30803,-87.999719,Report received,91
Parkview Elementary ,Chippewa Falls Area Unified,Elementary School,KG,5,Public school,Regular,No,501 Jefferson Ave  Chippewa Falls WI  54729-1332,Chippewa,10,26959,1092,220,10920220,5502550,637,44.949176,-91.397637,Report received,91
Parkview Elementary ,Mayville,Elementary School,K4,2,Public school,Regular,No,259 Oak St  Mayville WI  53050-1559,Dodge,6,1611,3367,90,33670090,5508880,1031,43.492068,-88.550536,Report received,91
Parkview Elementary ,Milwaukee,Elementary School,K3,5,Public school,Regular,No,10825 W Villard Ave  Milwaukee WI  53225-3834,Milwaukee,1,5475,3619,301,36190301,5509600,1231,43.110653,-88.047991,Report received,91
Parkview Elementary ,New London,Elementary School,K4,4,Public school,Regular,No,1300 Werner Allen Rd  New London WI  54961-1662,Waupaca,6,18070,3955,90,39550090,5510590,1385,44.381942,-88.751235,Report received,91
Parkview Elementary ,Parkview,Elementary School,K4,6,Public school,Regular,No,106 W Church St  Orfordville WI  53576,Rock,2,7244,4151,60,41510060,5511130,1475,42.631318,-89.256544,Report received,91
Parkview Elementary ,Plymouth Joint,Elementary School,K4,4,Public school,Regular,No,500 Parkview Dr  Plymouth WI  53073-1552,Sheboygan,7,1931,4473,60,44730060,5511940,1560,43.754094,-87.989733,Report received,91
Phelps High School,Phelps,High School,9,12,Public school,Regular,No,4451 Old School Rd  Phelps WI  54554,Vilas,9,13970,4330,20,43300020,5511710,1540,46.062816,-89.087065,Report received,91
Phillips High School,Phillips,High School,9,12,Public school,Regular,No,990 Flambeau Ave  Phillips WI  54555-1018,Price,12,13973,4347,120,43470120,5511730,1544,45.691895,-90.413254,Report received,91
Port Washington High School,Port Washington-Saukville,High School,9,12,Public school,Regular,No,427 W Jackson St  Port Washington WI  53074-1899,Ozaukee,1,1975,4515,100,45150100,5512000,1568,43.390099,-87.876765,Report received,91
Prairie Farm Middle School ,Prairie Farm Public,Middle School,6,8,Public school,Regular,No,630 River Ave S  Prairie Farm WI  54762-9792,Barron,11,16019,4557,30,45570030,5512180,445,45.232678,-91.983031,Report received,91
Prentice Middle School ,Prentice,Middle School,5,8,Public school,Regular,No,1025 Town St  Prentice WI  54556,Price,9,389,4571,200,45710200,5512210,2767,45.544392,-90.290837,Report received,91
Prescott Middle School ,Prescott,Middle School,6,8,Public school,Regular,No,125 Elm St N  Prescott WI  54021,Pierce,11,10249,4578,80,45780080,5512240,1593,44.750131,-92.799068,Report received,91
Readfield Elementary ,New London,Elementary School,K4,4,Public school,Regular,No,E9177 State Highway 96  Readfield WI  54969,Waupaca,6,18195,3955,100,39550100,5510590,1386,44.269991,-88.775457,Report received,91
Renaissance Charter Acad,River Falls,High School,9,12,Public school,Regular,Charter,1107 S Wasson Ln  River Falls WI  54022,Pierce,11,70092,4893,410,48930410,5513050,1910,44.847171,-92.611072,Report received,91
River Heights Elementary ,Menomonie Area,Elementary School,PK,5,Public school,Regular,No,615 24th Ave W  Menomonie WI  54751-3899,Dunn,11,15819,3444,220,34440220,5509090,1082,44.861298,-91.936102,Report received,91
Rocky Branch Elementary ,River Falls,Elementary School,PK,5,Public school,Regular,No,1415 Bartosh Ln  River Falls WI  54022-3430,Pierce,11,10270,4893,40,48930040,5513050,2448,44.843386,-92.636112,Report received,91
Salem Elementary ,Salem,Elementary School,K4,8,Public school,Regular,No,8828 Antioch Rd  Salem WI  53168,Kenosha,2,3609,5068,20,50680020,5513350,1753,42.547515,-88.108022,Report received,91
Saukville Elementary ,Port Washington-Saukville,Elementary School,K4,4,Public school,Regular,No,333 N Mill St  Saukville WI  53080-1700,Ozaukee,1,2058,4515,120,45150120,5512000,1569,43.384712,-87.939362,Report received,91
Shell Lake Primary (K-2),Shell Lake,Elementary School,K4,2,Public school,Regular,No,271 Highway 63  Shell Lake WI  54871-8893,Washburn,11,16894,5306,10,53060010,5513710,507,45.730072,-91.93683,Report received,91
Somerset Elementary ,Somerset,Elementary School,K4,4,Public school,Regular,No,635 Sunrise Dr  Somerset WI  54025,Saint Croix,11,10365,5432,20,54320020,5514010,1824,45.113427,-92.683799,Report received,91
South Middle School ,Eau Claire Area,Middle School,6,8,Public school,Regular,No,2115 Mitscher Ave  Eau Claire WI  54701-7723,Eau Claire,10,15142,1554,540,15540540,5504050,2297,44.781966,-91.471435,Report received,91
South Park Middle School ,Oshkosh Area,Middle School,6,8,Public school,Regular,No,1551 Delaware St  Oshkosh WI  54902-6595,Winnebago,6,17160,4179,440,41790440,5511190,1501,44.004113,-88.555157,Report received,91
Southern Door Elementary ,Southern Door County,Elementary School,K4,5,Public school,Regular,No,2073 County Trunk DK  Brussels WI  54204,Door,7,11311,5457,20,54570020,5514130,1833,44.770504,-87.590047,Report received,91
